lat,lng,year,map_name,address_1,address_2,address_3,address_4,protocols,district_id,division_id,internal_id,archive_name,district_name,election_type,internal_name,abroad_district_id,total_registered_voters,total_registered_voters_men,total_registered_voters_women,participated,participated_confidence,invalid_ballots,invalid_ballots_confidence,Party || 10 || შალვა ნათელაშვილი,Party || 2 || დავით ბაქრაძე,Party || 25 || დავით უსუფაშვილი,Party || 36 || ზურაბ ჯაფარიძე,Party || 48 || სალომე ზურაბიშვილი,Party || 5 || გრიგოლ ვაშაძე,Party || 999 || Other
42.7009874,43.634309099999996,2018,2018 წლის 28 ოქტომბრის საპრეზიდენტო არჩევნები,N4 გლოლის საარჩევნო უბანი,სოფელი გლოლა,გლოლის საჯარო სკოლა,,https://archiveresults.cec.gov.ge/results/20181028/oqm/3/oqmi_43_4.html,43,4,2018_presidential_round_1,28.10.2018 საქართველოს პრეზიდენტის არჩევნების შედეგები,#43 ონი,proportional,2018 წლის საქართველოს პრეზიდენტის არჩევნები (ტური 1),87,297,148,149,196,3,11,2,6,17,2,0,130,28,12
42.22884071773622,42.376453982803355,2018,2018 წლის 28 ოქტომბრის საპრეზიდენტო არჩევნები,ჭაგანი,არასრული საჯარო სკოლა,სოფ. ჭაგანი,,https://archiveresults.cec.gov.ge/results/20181028/oqm/3/oqmi_54_19.html,54,19,2018_presidential_round_1,28.10.2018 საქართველოს პრეზიდენტის არჩევნების შედეგები,#54 სამტრედია,proportional,2018 წლის საქართველოს პრეზიდენტის არჩევნები (ტური 1),87,422,204,218,249,3,7,3,6,38,3,1,105,79,10
41.40403029985753,44.53258752822876,2018,2018 წლის 28 ოქტომბრის საპრეზიდენტო არჩევნები,ს.ქვემო ბოლნისი,N2 საჯარო სკოლა,ს.ქვემო ბოლნისი,,https://archiveresults.cec.gov.ge/results/20181028/oqm/3/oqmi_23_55.html,23,55,2018_presidential_round_1,28.10.2018 საქართველოს პრეზიდენტის არჩევნების შედეგები,#23 ბოლნისი,proportional,2018 წლის საქართველოს პრეზიდენტის არჩევნები (ტური 1),87,1252,587,665,708,3,5,2,0,24,0,0,429,242,7
41.6820277,44.8245496,2018,2018 წლის 28 ოქტომბრის საპრეზიდენტო არჩევნები,,72-ე საჯარო სკოლა,გორგასლის ქ.#2,,https://archiveresults.cec.gov.ge/results/20181028/oqm/3/oqmi_4_11.html,4,11,2018_presidential_round_1,28.10.2018 საქართველოს პრეზიდენტის არჩევნების შედეგები,#4 კრწანისი,proportional,2018 წლის საქართველოს პრეზიდენტის არჩევნები (ტური 1),87,1175,522,653,535,3,26,3,14,27,16,20,179,224,29
41.70088479847475,44.874679086508195,2018,2018 წლის 28 ოქტომბრის საპრეზიდენტო არჩევნები,,#169-ე ბაგა-ბაღი,"ვარკეთილი 3, I მ/რ",,https://archiveresults.cec.gov.ge/results/20181028/oqm/3/oqmi_6_23.html,6,23,2018_presidential_round_1,28.10.2018 საქართველოს პრეზიდენტის არჩევნების შედეგები,#6 სამგორი,proportional,2018 წლის საქართველოს პრეზიდენტის არჩევნები (ტური 1),87,1177,500,677,51,2,20,2,28,52,11,22,115,232,30
41.632406,41.6639263,2018,2018 წლის 28 ოქტომბრის საპრეზიდენტო არჩევნები,ქვედა სამების,ქვედა სამება,ისმაილ ფარტენაძის კერძო საკუთრება,,https://archiveresults.cec.gov.ge/results/20181028/oqm/3/oqmi_83_23.html,83,23,2018_presidential_round_1,28.10.2018 საქართველოს პრეზიდენტის არჩევნების შედეგები,#83 ხელვაჩაური,proportional,2018 წლის საქართველოს პრეზიდენტის არჩევნები (ტური 1),87,926,468,458,474,3,10,3,24,48,6,1,131,234,20
41.5780954,44.9853656,2018,2018 წლის 28 ოქტომბრის საპრეზიდენტო არჩევნები,,N43 საბავშვო ბაღი,მე-19 მკრ. რ-ნი 9ა,,https://archiveresults.cec.gov.ge/results/20181028/oqm/3/oqmi_20_31.html,20,31,2018_presidential_round_1,28.10.2018 საქართველოს პრეზიდენტის არჩევნების შედეგები,#20 რუსთავი,proportional,2018 წლის საქართველოს პრეზიდენტის არჩევნები (ტური 1),87,1054,486,568,533,3,16,3,34,46,10,10,95,283,38
41.272700943820816,44.75016954893795,2018,2018 წლის 28 ოქტომბრის საპრეზიდენტო არჩევნები,დამია,საჯარო სკოლა,სოფ. დამია,,https://archiveresults.cec.gov.ge/results/20181028/oqm/3/oqmi_22_20.html,22,20,2018_presidential_round_1,28.10.2018 საქართველოს პრეზიდენტის არჩევნების შედეგები,#22 მარნეული,proportional,2018 წლის საქართველოს პრეზიდენტის არჩევნები (ტური 1),87,254,141,113,152,3,3,2,0,28,0,0,85,26,10
42.3067623,43.4326385,2018,2018 წლის 28 ოქტომბრის საპრეზიდენტო არჩევნები,საირხის საარჩევნო უბანი,საირხის საჯარო სკოლის შენობა,სოფ. საირხე,,https://archiveresults.cec.gov.ge/results/20181028/oqm/3/oqmi_50_26.html,50,26,2018_presidential_round_1,28.10.2018 საქართველოს პრეზიდენტის არჩევნების შედეგები,#50 საჩხერე,proportional,2018 წლის საქართველოს პრეზიდენტის არჩევნები (ტური 1),87,1052,482,570,491,3,9,3,15,41,1,2,372,40,11
42.012515906328396,43.770985285427855,2018,2018 წლის 28 ოქტომბრის საპრეზიდენტო არჩევნები,ახალსოფელი,საჯარო სკოლა,1-ლი ქუჩა N13,,https://archiveresults.cec.gov.ge/results/20181028/oqm/3/oqmi_33_9.html,33,9,2018_presidential_round_1,28.10.2018 საქართველოს პრეზიდენტის არჩევნების შედეგები,#33 ქარელი,proportional,2018 წლის საქართველოს პრეზიდენტის არჩევნები (ტური 1),87,466,243,223,306,3,7,3,18,33,0,2,102,133,11
42.0118472,41.7789842,2018,2018 წლის 28 ოქტომბრის საპრეზიდენტო არჩევნები,წყალწმინდა,საჯარო სკოლა,სოფ. წყალწმინდა,,https://archiveresults.cec.gov.ge/results/20181028/oqm/3/oqmi_61_26.html,61,26,2018_presidential_round_1,28.10.2018 საქართველოს პრეზიდენტის არჩევნების შედეგები,#61 ლანჩხუთი,proportional,2018 წლის საქართველოს პრეზიდენტის არჩევნები (ტური 1),87,974,465,509,556,3,14,6,16,35,3,3,325,146,14
42.01567538152296,44.104759097099304,2018,2018 წლის 28 ოქტომბრის საპრეზიდენტო არჩევნები,კარალეთის დევნ. ჩას. ს/ უბანი,კულტურის ცენტრი,კარალეთის დევნილთა ჩასახლება,,https://archiveresults.cec.gov.ge/results/20181028/oqm/3/oqmi_32_100.html,32,100,2018_presidential_round_1,28.10.2018 საქართველოს პრეზიდენტის არჩევნების შედეგები,#32 გორი,proportional,2018 წლის საქართველოს პრეზიდენტის არჩევნები (ტური 1),87,1239,617,622,729,3,26,3,31,67,5,2,258,317,23
41.5679078,42.290147,2018,2018 წლის 28 ოქტომბრის საპრეზიდენტო არჩევნები,ჯუმუშაური,სოფლის სახლი,სოფ.ჯუმუშაური ქ 3 # 7,,https://archiveresults.cec.gov.ge/results/20181028/oqm/3/oqmi_82_49.html,82,49,2018_presidential_round_1,28.10.2018 საქართველოს პრეზიდენტის არჩევნების შედეგები,#82 შუახევი,proportional,2018 წლის საქართველოს პრეზიდენტის არჩევნები (ტური 1),87,95,48,47,55,3,0,2,1,6,5,0,35,7,1
41.2876529,43.3394354,2018,2018 წლის 28 ოქტომბრის საპრეზიდენტო არჩევნები,მიასნიკიანი,სკოლის შენობა,სოფ. მიასნიკიანი,,https://archiveresults.cec.gov.ge/results/20181028/oqm/3/oqmi_40_58.html,40,58,2018_presidential_round_1,28.10.2018 საქართველოს პრეზიდენტის არჩევნების შედეგები,#40 ახალქალაქი,proportional,2018 წლის საქართველოს პრეზიდენტის არჩევნები (ტური 1),87,94,43,51,48,3,3,3,0,19,0,0,26,0,0
42.38031835589017,43.27083885669708,2018,2018 წლის 28 ოქტომბრის საპრეზიდენტო არჩევნები,№ 28 ხვაშითის საარჩევნო უბანი,ზდ. ჭალოვანის საჯ. სკოლა,სოფ. ზდ. ჭალოვანი,,https://archiveresults.cec.gov.ge/results/20181028/oqm/3/oqmi_56_28.html,56,28,2018_presidential_round_1,28.10.2018 საქართველოს პრეზიდენტის არჩევნების შედეგები,#56 ჭიათურა,proportional,2018 წლის საქართველოს პრეზიდენტის არჩევნები (ტური 1),87,545,290,255,284,3,6,3,9,71,2,1,137,50,8
41.64217995070972,41.637842849459844,2018,2018 წლის 28 ოქტომბრის საპრეზიდენტო არჩევნები,,#14 საბავშვო ბაღი,ვაჟა-ფშაველას ქ. #83,,https://archiveresults.cec.gov.ge/results/20181028/oqm/3/oqmi_79_72.html,79,72,2018_presidential_round_1,28.10.2018 საქართველოს პრეზიდენტის არჩევნების შედეგები,#79 ბათუმი,proportional,2018 წლის საქართველოს პრეზიდენტის არჩევნები (ტური 1),87,1156,527,629,528,3,14,2,18,52,17,13,173,210,29
41.725782038774334,44.7719532251358,2018,2018 წლის 28 ოქტომბრის საპრეზიდენტო არჩევნები,,161-ე საჯარო სკოლა,"იოსებიძის ქ. N50, I სართ",,https://archiveresults.cec.gov.ge/results/20181028/oqm/3/oqmi_3_28.html,3,28,2018_presidential_round_1,28.10.2018 საქართველოს პრეზიდენტის არჩევნების შედეგები,#3 საბურთალო,proportional,2018 წლის საქართველოს პრეზიდენტის არჩევნები (ტური 1),87,1266,526,740,724,3,33,3,17,35,69,47,287,191,45
41.79566413691682,45.062270164489746,2018,2018 წლის 28 ოქტომბრის საპრეზიდენტო არჩევნები,სოფ. საცხენისის,საჯარო სკოლის შენობა,სოფ. საცხენისი,,https://archiveresults.cec.gov.ge/results/20181028/oqm/3/oqmi_21_15.html,21,15,2018_presidential_round_1,28.10.2018 საქართველოს პრეზიდენტის არჩევნების შედეგები,#21 გარდაბანი,proportional,2018 წლის საქართველოს პრეზიდენტის არჩევნები (ტური 1),87,444,229,215,220,2,3,3,9,8,1,0,107,87,5
