lat,lng,year,map_name,address_1,address_2,address_3,address_4,protocols,district_id,division_id,internal_id,archive_name,district_name,election_type,internal_name,abroad_district_id,total_registered_voters,total_registered_voters_men,total_registered_voters_women,participated,participated_confidence,invalid_ballots,invalid_ballots_confidence,"Party || 2 || „ბაქრაძე, უგულავა, ბოკერია - ევროპული საქართველო - მოძრაობა თავისუფლებისთვის“|""Bakradze, Ugulava, Bokeria - European Georgia - Movement for Liberty""","Party || 41 || ქართული ოცნება - დემოკრატიული საქართველო|""Georgian Dream – Democratic Georgia""","Party || 5 || საარჩევნო ბლოკი „ერთიანი ნაციონალური მოძრაობა-გაერთიანებული ოპოზიცია „ძალა ერთობაშია” |Election Bloc - United National Movement - United Opposition ""Strength is in Unity""","Party || 56 || „ლელო - მამუკა ხაზარაძე“|""Lelo - Mamuka Khazaradze""","Party || 8 || „დავით თარხან-მოურავი, ირმა ინაშვილი - საქართველოს პატრიოტთა ალიანსი”|""Davit Tarkhan-Mouravi, Irma Inashvili - ""Alliance of Patriots of Georgia""",Party || 999 || Other
41.5781402,44.9855824,2020,2020 წლის 31 ოქტომბრის საქართველოს პარლამენტის არჩევნები,,N43 საბავშვო ბაღი,მე-19 მკრ. რ-ნი,,https://archiveresults.cec.gov.ge/results/20201031/#/ka-ge/election_43/prot/ab5e653a-6f27-4e7d-9b57-a69e4fe5a1e8,12,12.20.32,2020_parliamentary_round_1,31.10.2020 საქართველოს პარლამენტის არჩევნების შედეგები,#12 მაჟორიტარული ოლქი,majoritarian,2020 წლის საპარლამენტო არჩევნები (ტური 1),0,1444,636,808,766,2,23,3,42,273,338,12,15,53
42.0976817819628,43.22823162442023,2020,2020 წლის 31 ოქტომბრის საქართველოს პარლამენტის არჩევნები,უბისის,საჯარო სკოლა,სოფ. უბისა,,https://archiveresults.cec.gov.ge/results/20201031/#/ka-ge/election_43/prot/eb9ee73d-bda5-427a-8700-01eba053ae17,20,20.48.07,2020_parliamentary_round_1,31.10.2020 საქართველოს პარლამენტის არჩევნების შედეგები,#20 მაჟორიტარული ოლქი,majoritarian,2020 წლის საპარლამენტო არჩევნები (ტური 1),0,270,138,132,214,3,13,3,7,121,57,3,10,3
41.695959878554035,44.86182401994497,2020,2020 წლის 31 ოქტომბრის საქართველოს პარლამენტის არჩევნები,,157-ე საჯარო სკოლა,ვარკეთილის 4 მიკრო რაიონი 3 კვარტალი,,https://archiveresults.cec.gov.ge/results/20201031/#/ka-ge/election_43/prot/bccaeea0-0840-442d-9332-73f01e687ea1,4,04.05.53,2020_parliamentary_round_1,31.10.2020 საქართველოს პარლამენტის არჩევნების შედეგები,#4 მაჟორიტარული ოლქი,majoritarian,2020 წლის საპარლამენტო არჩევნები (ტური 1),0,1779,737,1042,815,3,41,3,,287,280,25,,181
42.34282422547398,42.99450694470522,2020,2020 წლის 31 ოქტომბრის საქართველოს პარლამენტის არჩევნები,ძველი ტყიბულის მესამე საარჩევნო უბანი,ტყიბულის № 1 საჯარო სკოლის შენობა,"ტყიბული, ვაჟა-ფშაველას ქ №1",,https://archiveresults.cec.gov.ge/results/20201031/#/ka-ge/election_43/prot/1a50d00b-0007-4d0d-aee7-21955999ca4c,21,21.57.36,2020_parliamentary_round_1,31.10.2020 საქართველოს პარლამენტის არჩევნების შედეგები,#21 მაჟორიტარული ოლქი,majoritarian,2020 წლის საპარლამენტო არჩევნები (ტური 1),0,961,449,512,500,3,12,3,49,217,130,26,10,56
42.14133352335478,42.98894799154051,2020,2020 წლის 31 ოქტომბრის საქართველოს პარლამენტის არჩევნები,#37 ს/უბ (არგვეთა),არგვეთის N34 საბავშვო ბაღი,არგვეთა მე-15 ქN1,,https://archiveresults.cec.gov.ge/results/20201031/#/ka-ge/election_43/prot/9b395d20-0a3a-41e2-80f1-ac33e9181c7f,21,21.51.37,2020_parliamentary_round_1,31.10.2020 საქართველოს პარლამენტის არჩევნების შედეგები,#21 მაჟორიტარული ოლქი,majoritarian,2020 წლის საპარლამენტო არჩევნები (ტური 1),0,1184,578,606,653,3,22,3,61,310,189,16,22,32
41.736126900745305,44.833162017837026,2020,2020 წლის 31 ოქტომბრის საქართველოს პარლამენტის არჩევნები,,N49 ბაგა-ბაღი,ხეხილ-სანერგე მეურნეობა,,https://archiveresults.cec.gov.ge/results/20201031/#/ka-ge/election_43/prot/250457bb-0fb3-48d6-a19c-b5bf45bfad84,7,07.09.04,2020_parliamentary_round_1,31.10.2020 საქართველოს პარლამენტის არჩევნების შედეგები,#7 მაჟორიტარული ოლქი,majoritarian,2020 წლის საპარლამენტო არჩევნები (ტური 1),0,1322,602,720,643,3,34,3,,319,,36,41,212
41.719589,44.77961909999999,2020,2020 წლის 31 ოქტომბრის საქართველოს პარლამენტის არჩევნები,,სპორტის სასახლე,"26 მაისის მოედანი N1, I სართ.",,https://archiveresults.cec.gov.ge/results/20201031/#/ka-ge/election_43/prot/ebd00f6b-07d2-4745-a826-29dc79a36258,3,03.03.43,2020_parliamentary_round_1,31.10.2020 საქართველოს პარლამენტის არჩევნების შედეგები,#3 მაჟორიტარული ოლქი,majoritarian,2020 წლის საპარლამენტო არჩევნები (ტური 1),0,1616,688,928,897,3,37,3,,381,,145,27,304
41.9195763,42.0048109,2020,2020 წლის 31 ოქტომბრის საქართველოს პარლამენტის არჩევნები,,N1 საჯარო სკოლა,ოზურგეთი ნინოშვილის ქ N 5,,https://archiveresults.cec.gov.ge/results/20201031/#/ka-ge/election_43/prot/170d511b-cf98-4de6-8403-b2ef6e4e4000,24,24.60.08,2020_parliamentary_round_1,31.10.2020 საქართველოს პარლამენტის არჩევნების შედეგები,#24 მაჟორიტარული ოლქი,majoritarian,2020 წლის საპარლამენტო არჩევნები (ტური 1),0,1329,595,734,829,3,26,3,26,439,157,49,33,99
41.7654077,44.7866354,2020,2020 წლის 31 ოქტომბრის საქართველოს პარლამენტის არჩევნები,,N133 საჯარო სკოლა,ვარდისუბნის ქ.N8,,https://archiveresults.cec.gov.ge/results/20201031/#/ka-ge/election_43/prot/2083fca0-2665-490d-9c94-2394f6fbee71,7,07.09.58,2020_parliamentary_round_1,31.10.2020 საქართველოს პარლამენტის არჩევნების შედეგები,#7 მაჟორიტარული ოლქი,majoritarian,2020 წლის საპარლამენტო არჩევნები (ტური 1),0,1512,664,848,794,3,55,3,,327,,62,60,290
42.00410856316432,42.20494627591765,2020,2020 წლის 31 ოქტომბრის საქართველოს პარლამენტის არჩევნები,N07 გორაბერეჟოული,ადმინისტრაციული შენობა,სოფ. გორაბერეჟოული,,https://archiveresults.cec.gov.ge/results/20201031/#/ka-ge/election_43/prot/5b8755eb-baff-4d8a-9191-3427c1cb0a57,24,24.62.07,2020_parliamentary_round_1,31.10.2020 საქართველოს პარლამენტის არჩევნების შედეგები,#24 მაჟორიტარული ოლქი,majoritarian,2020 წლის საპარლამენტო არჩევნები (ტური 1),0,580,288,292,362,3,12,3,8,242,65,7,15,13
42.589966640074714,42.878458696076486,2020,2020 წლის 31 ოქტომბრის საქართველოს პარლამენტის არჩევნები,სურმუშის,საჯარო სკოლის შენობა,სოფ.სურმუში,,https://archiveresults.cec.gov.ge/results/20201031/#/ka-ge/election_43/prot/86dd2d71-2b0b-4aa5-804c-91f50617a570,19,19.45.10,2020_parliamentary_round_1,31.10.2020 საქართველოს პარლამენტის არჩევნების შედეგები,#19 მაჟორიტარული ოლქი,majoritarian,2020 წლის საპარლამენტო არჩევნები (ტური 1),0,128,61,67,90,3,4,3,7,45,22,9,2,1
41.43823794827357,44.636762609292646,2020,2020 წლის 31 ოქტომბრის საქართველოს პარლამენტის არჩევნები,ს. ჭაპალა,სკოლის შენობა,ს. ჭაპალა,,https://archiveresults.cec.gov.ge/results/20201031/#/ka-ge/election_43/prot/72e945ab-a261-498d-8827-fcd3af49b54b,14,14.23.40,2020_parliamentary_round_1,31.10.2020 საქართველოს პარლამენტის არჩევნების შედეგები,#14 მაჟორიტარული ოლქი,majoritarian,2020 წლის საპარლამენტო არჩევნები (ტური 1),0,1218,606,612,548,3,19,2,,381,146,0,0,1
41.7347543,44.7261465,2020,2020 წლის 31 ოქტომბრის საქართველოს პარლამენტის არჩევნები,,N102-ე საჯარო სკოლა,"შ.ნუცუბიძის ფერდ, IV მიკრ,",,https://archiveresults.cec.gov.ge/results/20201031/#/ka-ge/election_43/prot/fe4f84ad-9439-40c5-985f-873e0ab5c6c6,2,02.02.73,2020_parliamentary_round_1,31.10.2020 საქართველოს პარლამენტის არჩევნების შედეგები,#2 მაჟორიტარული ოლქი,majoritarian,2020 წლის საპარლამენტო არჩევნები (ტური 1),0,1341,594,747,747,3,41,3,255,293,,33,27,97
41.74576526632288,44.79196786880493,2020,2020 წლის 31 ოქტომბრის საქართველოს პარლამენტის არჩევნები,,N11 საჯარო სკოლა,ც. დადიანის ქ.N160,,https://archiveresults.cec.gov.ge/results/20201031/#/ka-ge/election_43/prot/6aa0dff9-f6ae-47ae-a944-2a9c39665961,7,07.09.32,2020_parliamentary_round_1,31.10.2020 საქართველოს პარლამენტის არჩევნების შედეგები,#7 მაჟორიტარული ოლქი,majoritarian,2020 წლის საპარლამენტო არჩევნები (ტური 1),0,1489,654,835,667,2,51,3,,289,,46,33,248
42.590969579582136,42.24424481391907,2020,2020 წლის 31 ოქტომბრის საქართველოს პარლამენტის არჩევნები,ნაფიჩხოვოს,ნაფიჩხოვოს საჯარო სკოლა,ს.ნაფიჩხოვოს 1-ლი ქ.#53,,https://archiveresults.cec.gov.ge/results/20201031/#/ka-ge/election_43/prot/575e025e-cf36-4063-a08f-594145c5b36e,25,25.69.18,2020_parliamentary_round_1,31.10.2020 საქართველოს პარლამენტის არჩევნების შედეგები,#25 მაჟორიტარული ოლქი,majoritarian,2020 წლის საპარლამენტო არჩევნები (ტური 1),0,616,321,295,401,3,16,3,5,236,126,2,7,9
41.78554107016421,46.12537443637848,2020,2020 წლის 31 ოქტომბრის საქართველოს პარლამენტის არჩევნები,კართუბანი,კართუბნის საჯარო სკოლა,სოფელი კართუბანი,,https://archiveresults.cec.gov.ge/results/20201031/#/ka-ge/election_43/prot/3216d8ae-87c9-4464-ade4-b957a0a68126,10,10.15.14,2020_parliamentary_round_1,31.10.2020 საქართველოს პარლამენტის არჩევნების შედეგები,#10 მაჟორიტარული ოლქი,majoritarian,2020 წლის საპარლამენტო არჩევნები (ტური 1),0,1492,756,736,750,3,37,3,63,363,206,21,28,32
41.479660636092355,44.80764308465575,2020,2020 წლის 31 ოქტომბრის საქართველოს პარლამენტის არჩევნები,,N5 საჯარო სკოლა,ქ.მარნეული რუსთაველის ქ.N52,,https://archiveresults.cec.gov.ge/results/20201031/#/ka-ge/election_43/prot/54a86948-8009-454f-be9c-552206fea1e0,13,13.22.02,2020_parliamentary_round_1,31.10.2020 საქართველოს პარლამენტის არჩევნების შედეგები,#13 მაჟორიტარული ოლქი,majoritarian,2020 წლის საპარლამენტო არჩევნები (ტური 1),0,1418,656,762,520,2,21,3,21,177,251,6,11,33
41.4630308,46.1218866,2020,2020 წლის 31 ოქტომბრის საქართველოს პარლამენტის არჩევნები,ქ. დედოფლისწყარო,N3 ბაგა-ბაღი,ნ. გომელაურის ქ. N18,,https://archiveresults.cec.gov.ge/results/20201031/#/ka-ge/election_43/prot/0ed1d89c-fa3e-4eaa-b254-b2641d974f60,9,09.14.20,2020_parliamentary_round_1,31.10.2020 საქართველოს პარლამენტის არჩევნების შედეგები,#9 მაჟორიტარული ოლქი,majoritarian,2020 წლის საპარლამენტო არჩევნები (ტური 1),0,896,406,490,584,3,21,3,25,286,203,15,16,18
42.19664363299659,43.533095469298004,2020,2020 წლის 31 ოქტომბრის საქართველოს პარლამენტის არჩევნები,ხვანის საარჩევნო უბანი,ამირან მაჭარაშვილის კერძო სახლი,სოფ. ხვანი,,https://archiveresults.cec.gov.ge/results/20201031/#/ka-ge/election_43/prot/adb72d1f-7f70-428e-9853-1d05d2a4382a,20,20.50.50,2020_parliamentary_round_1,31.10.2020 საქართველოს პარლამენტის არჩევნების შედეგები,#20 მაჟორიტარული ოლქი,majoritarian,2020 წლის საპარლამენტო არჩევნები (ტური 1),0,228,118,110,94,3,0,3,3,90,21,1,2,7
42.47266957989842,44.92691546945416,2020,2020 წლის 31 ოქტომბრის საქართველოს პარლამენტის არჩევნები,ბარისახო,ს. ბარისახოს საჯარო სკოლა,ს. ბარისახო,,https://archiveresults.cec.gov.ge/results/20201031/#/ka-ge/election_43/prot/e7bea219-6574-4fe0-9410-42abc65e1a6e,11,11.28.41,2020_parliamentary_round_1,31.10.2020 საქართველოს პარლამენტის არჩევნების შედეგები,#11 მაჟორიტარული ოლქი,majoritarian,2020 წლის საპარლამენტო არჩევნები (ტური 1),0,291,147,144,157,3,6,3,,101,34,1,4,11
42.60244915107272,44.565318524837494,2020,2020 წლის 31 ოქტომბრის საქართველოს პარლამენტის არჩევნები,,ს.გორისციხის საჯარო სკოლა,ს.გორისციხე,,https://archiveresults.cec.gov.ge/results/20201031/#/ka-ge/election_43/prot/31f98dd9-f112-4d7c-a861-a78f8c7e4ff7,11,11.29.07,2020_parliamentary_round_1,31.10.2020 საქართველოს პარლამენტის არჩევნების შედეგები,#11 მაჟორიტარული ოლქი,majoritarian,2020 წლის საპარლამენტო არჩევნები (ტური 1),0,663,334,329,325,3,11,3,,255,37,2,4,16
41.6941468,44.8199843,2020,2020 წლის 31 ოქტომბრის საქართველოს პარლამენტის არჩევნები,,98-ე საჯარო სკოლა,მარტყოფის 9,,https://archiveresults.cec.gov.ge/results/20201031/#/ka-ge/election_43/prot/7fc1750c-f402-4563-8dcc-0af576ea12db,4,04.05.06,2020_parliamentary_round_1,31.10.2020 საქართველოს პარლამენტის არჩევნების შედეგები,#4 მაჟორიტარული ოლქი,majoritarian,2020 წლის საპარლამენტო არჩევნები (ტური 1),0,1524,647,877,694,3,30,3,,302,208,37,,115
42.34482896541805,43.303003907203674,2020,2020 წლის 31 ოქტომბრის საქართველოს პარლამენტის არჩევნები,№ 29 ზოდის საარჩევნო უბანი,ზოდის საჯარო სკოლა,სოფ. ზოდი,,https://archiveresults.cec.gov.ge/results/20201031/#/ka-ge/election_43/prot/ae571cac-487f-4277-90f1-5f53f254e313,20,20.56.29,2020_parliamentary_round_1,31.10.2020 საქართველოს პარლამენტის არჩევნების შედეგები,#20 მაჟორიტარული ოლქი,majoritarian,2020 წლის საპარლამენტო არჩევნები (ტური 1),0,1310,654,656,792,3,26,3,25,462,88,50,116,24
,,2020,2020 წლის 31 ოქტომბრის საქართველოს პარლამენტის არჩევნები,,,,,https://archiveresults.cec.gov.ge/results/20201031/#/ka-ge/election_43/prot/59848eb8-fced-485c-a258-84bd5470f39f,14,14.24.51,2020_parliamentary_round_1,31.10.2020 საქართველოს პარლამენტის არჩევნების შედეგები,,majoritarian,2020 წლის საპარლამენტო არჩევნები (ტური 1),0,,,,11,3,0,3,,6,4,1,0,0
41.591717308150024,41.92188067462155,2020,2020 წლის 31 ოქტომბრის საქართველოს პარლამენტის არჩევნები,ძენწმანი,"ქედა, ს. ძენწმანის საჯარო სკოლა","ქედა, ს. ძენწმანი I ქ. N14",,https://archiveresults.cec.gov.ge/results/20201031/#/ka-ge/election_43/prot/bb7abc17-4140-4901-ba8c-bc38ab868018,30,30.80.04,2020_parliamentary_round_1,31.10.2020 საქართველოს პარლამენტის არჩევნების შედეგები,#30 მაჟორიტარული ოლქი,majoritarian,2020 წლის საპარლამენტო არჩევნები (ტური 1),0,501,241,260,349,2,9,3,13,197,90,12,11,17
42.08695693489207,44.56305742263794,2020,2020 წლის 31 ოქტომბრის საქართველოს პარლამენტის არჩევნები,გრემისხევი,ს. გრემისხევის საჯარო სკოლა,ს. გრემისხევი,,https://archiveresults.cec.gov.ge/results/20201031/#/ka-ge/election_43/prot/e6404396-ddcb-4921-9b03-0c0706ad6b22,11,11.28.15,2020_parliamentary_round_1,31.10.2020 საქართველოს პარლამენტის არჩევნების შედეგები,#11 მაჟორიტარული ოლქი,majoritarian,2020 წლის საპარლამენტო არჩევნები (ტური 1),0,339,184,155,234,3,6,3,,127,48,2,12,22
41.62072516199921,41.59760602643655,2020,2020 წლის 31 ოქტომბრის საქართველოს პარლამენტის არჩევნები,,#27 საჯარო სკოლა,გ. ელიავას ქ. #15,,https://archiveresults.cec.gov.ge/results/20201031/#/ka-ge/election_43/prot/1a804deb-c907-4f74-a1ed-9a221fa1f914,28,28.79.78,2020_parliamentary_round_1,31.10.2020 საქართველოს პარლამენტის არჩევნების შედეგები,#28 მაჟორიტარული ოლქი,majoritarian,2020 წლის საპარლამენტო არჩევნები (ტური 1),0,1083,516,567,703,3,27,3,21,288,272,12,13,67
41.60030192486357,41.94126623690954,2020,2020 წლის 31 ოქტომბრის საქართველოს პარლამენტის არჩევნები,ზენდიდი,დაბა ქედის საჯარო სკოლა,"ქედა, ა.წერეთლის N4",,https://archiveresults.cec.gov.ge/results/20201031/#/ka-ge/election_43/prot/8e24f993-e387-42b6-9daf-061ee369bde7,30,30.80.02,2020_parliamentary_round_1,31.10.2020 საქართველოს პარლამენტის არჩევნების შედეგები,#30 მაჟორიტარული ოლქი,majoritarian,2020 წლის საპარლამენტო არჩევნები (ტური 1),0,863,427,436,592,3,17,3,27,272,211,16,16,29
41.96354287165174,43.251811265945435,2020,2020 წლის 31 ოქტომბრის საქართველოს პარლამენტის არჩევნები,ლეღვნის,სასოფლო კლუბი,სოფ. ლეღვანი,,https://archiveresults.cec.gov.ge/results/20201031/#/ka-ge/election_43/prot/68d556ff-236f-4e50-abf7-cf6ef94e156d,20,20.48.14,2020_parliamentary_round_1,31.10.2020 საქართველოს პარლამენტის არჩევნების შედეგები,#20 მაჟორიტარული ოლქი,majoritarian,2020 წლის საპარლამენტო არჩევნები (ტური 1),0,631,310,321,400,3,12,3,19,231,98,8,31,1
42.58702014973522,42.15660095214844,2020,2020 წლის 31 ოქტომბრის საქართველოს პარლამენტის არჩევნები,ხაბუმეს მეორე,ხაბუმის ჩაის ფაბრიკის მაღაზია,ს.ხაბუმის 1-ლი ქ.#77,,https://archiveresults.cec.gov.ge/results/20201031/#/ka-ge/election_43/prot/33196659-c00e-4110-8a3a-f2109e92d987,25,25.69.25,2020_parliamentary_round_1,31.10.2020 საქართველოს პარლამენტის არჩევნების შედეგები,#25 მაჟორიტარული ოლქი,majoritarian,2020 წლის საპარლამენტო არჩევნები (ტური 1),0,895,441,454,543,2,30,3,16,295,163,12,9,17
42.270076622853125,44.67682600021362,2020,2020 წლის 31 ოქტომბრის საქართველოს პარლამენტის არჩევნები,ჭართალი,ს. ჭართალის საჯარო სკოლა,ს. ჭართალი,,https://archiveresults.cec.gov.ge/results/20201031/#/ka-ge/election_43/prot/c1f3d4b3-be2d-4654-9591-6c2f91233fde,11,11.28.35,2020_parliamentary_round_1,31.10.2020 საქართველოს პარლამენტის არჩევნების შედეგები,#11 მაჟორიტარული ოლქი,majoritarian,2020 წლის საპარლამენტო არჩევნები (ტური 1),0,624,328,296,341,3,14,3,,231,45,4,8,39
42.2013968,44.7590518,2020,2020 წლის 31 ოქტომბრის საქართველოს პარლამენტის არჩევნები,სონდისველა,ლევან სეთურიძის საცხოვრებელი სახლი,ს.ხორხი,,https://archiveresults.cec.gov.ge/results/20201031/#/ka-ge/election_43/prot/e1a55e31-195b-496c-8265-27a6cfd6fc19,11,11.28.06,2020_parliamentary_round_1,31.10.2020 საქართველოს პარლამენტის არჩევნების შედეგები,#11 მაჟორიტარული ოლქი,majoritarian,2020 წლის საპარლამენტო არჩევნები (ტური 1),0,98,55,43,33,3,1,3,,14,5,0,0,13
41.72118138478693,44.78793979961393,2020,2020 წლის 31 ოქტომბრის საქართველოს პარლამენტის არჩევნები,,მუშტაიდის სახ.პარკი,აღმაშენებლის #184,,https://archiveresults.cec.gov.ge/results/20201031/#/ka-ge/election_43/prot/15e22811-b0a0-4e61-9578-6aabecb50f30,6,06.08.10,2020_parliamentary_round_1,31.10.2020 საქართველოს პარლამენტის არჩევნების შედეგები,#6 მაჟორიტარული ოლქი,majoritarian,2020 წლის საპარლამენტო არჩევნები (ტური 1),0,1567,675,892,945,3,53,3,,399,,52,13,430
,,2020,2020 წლის 31 ოქტომბრის საქართველოს პარლამენტის არჩევნები,,,,,https://archiveresults.cec.gov.ge/results/20201031/#/ka-ge/election_43/prot/ac9e764e-56a1-4b23-af30-d3d015bf7fc3,12,12.20.87,2020_parliamentary_round_1,31.10.2020 საქართველოს პარლამენტის არჩევნების შედეგები,,majoritarian,2020 წლის საპარლამენტო არჩევნები (ტური 1),0,,,,209,3,15,3,0,0,0,0,0,0
42.56901942956853,42.27682292461395,2020,2020 წლის 31 ოქტომბრის საქართველოს პარლამენტის არჩევნები,N24 კურზუს (დღვანა)საარჩევნო უბანი,სოფ.დღვანის საჯარარო სკოლა,სოფ.კურზუ,,https://archiveresults.cec.gov.ge/results/20201031/#/ka-ge/election_43/prot/63664f57-d8f5-443a-89e6-ccd2c3c1912f,25,25.65.24,2020_parliamentary_round_1,31.10.2020 საქართველოს პარლამენტის არჩევნების შედეგები,#25 მაჟორიტარული ოლქი,majoritarian,2020 წლის საპარლამენტო არჩევნები (ტური 1),0,310,169,141,194,3,6,3,9,124,44,6,2,3
42.06398588569121,44.09088134765625,2020,2020 წლის 31 ოქტომბრის საქართველოს პარლამენტის არჩევნები,კარალეთის ს/ უბანი,ნაჭარმაგევის საჯარო სკოლა,სოფ. კარალეთი,,https://archiveresults.cec.gov.ge/results/20201031/#/ka-ge/election_43/prot/9f26af2d-1ddb-428b-bb3c-f79b3e6e3098,15,15.32.98,2020_parliamentary_round_1,31.10.2020 საქართველოს პარლამენტის არჩევნების შედეგები,#15 მაჟორიტარული ოლქი,majoritarian,2020 წლის საპარლამენტო არჩევნები (ტური 1),0,1505,735,770,745,3,40,3,12,353,256,9,37,37
42.0814621,41.9284921,2020,2020 წლის 31 ოქტომბრის საქართველოს პარლამენტის არჩევნები,ჯურუყვეთი,N2 საჯარო სკოლა,სოფ. ჯურუყვეთი,,https://archiveresults.cec.gov.ge/results/20201031/#/ka-ge/election_43/prot/0847bb40-fc0b-48c9-a7d6-73d82e200782,24,24.61.36,2020_parliamentary_round_1,31.10.2020 საქართველოს პარლამენტის არჩევნების შედეგები,#24 მაჟორიტარული ოლქი,majoritarian,2020 წლის საპარლამენტო არჩევნები (ტური 1),0,707,357,350,419,3,21,3,42,201,91,26,17,21
41.74926821774419,43.5286235131058,2020,2020 წლის 31 ოქტომბრის საქართველოს პარლამენტის არჩევნები,ბაკურიანის,საჯარო სკოლა,"დ.ბაკურიანი, აღმაშენებლის ქ#11",,https://archiveresults.cec.gov.ge/results/20201031/#/ka-ge/election_43/prot/1f415de2-9566-4715-a97e-ff5f1eaa2b15,17,17.36.11,2020_parliamentary_round_1,31.10.2020 საქართველოს პარლამენტის არჩევნების შედეგები,#17 მაჟორიტარული ოლქი,majoritarian,2020 წლის საპარლამენტო არჩევნები (ტური 1),0,990,449,541,591,3,31,3,32,328,117,10,45,28
41.7323397206634,44.795873165130615,2020,2020 წლის 31 ოქტომბრის საქართველოს პარლამენტის არჩევნები,,N46 ბაგა-ბაღი,ც. დადიანის ქ.N34,,https://archiveresults.cec.gov.ge/results/20201031/#/ka-ge/election_43/prot/a90f3ae3-0a94-4e74-8857-1ee211542cb2,7,07.09.22,2020_parliamentary_round_1,31.10.2020 საქართველოს პარლამენტის არჩევნების შედეგები,#7 მაჟორიტარული ოლქი,majoritarian,2020 წლის საპარლამენტო არჩევნები (ტური 1),0,1425,647,778,795,3,43,3,,340,,65,72,275
42.06760191849316,42.26464033126831,2020,2020 წლის 31 ოქტომბრის საქართველოს პარლამენტის არჩევნები,ნოღა,სოფ. ნოღის საჯარო სკოლა,სოფ. ნოღა,,https://archiveresults.cec.gov.ge/results/20201031/#/ka-ge/election_43/prot/98a133d9-1909-400f-b2d9-1163eed5af0c,22,22.54.36,2020_parliamentary_round_1,31.10.2020 საქართველოს პარლამენტის არჩევნების შედეგები,#22 მაჟორიტარული ოლქი,majoritarian,2020 წლის საპარლამენტო არჩევნები (ტური 1),0,488,243,245,337,3,17,3,3,198,82,12,9,15
42.349775843772825,43.426888098247105,2020,2020 წლის 31 ოქტომბრის საქართველოს პარლამენტის არჩევნები,სხვიტორის საარჩევნო უბანი,სხვიტორის საჯარო სკოლის შენობა,სოფ.სხვიტორი,,https://archiveresults.cec.gov.ge/results/20201031/#/ka-ge/election_43/prot/d8700738-df6e-4cae-b7bc-dfb7601e2132,20,20.50.39,2020_parliamentary_round_1,31.10.2020 საქართველოს პარლამენტის არჩევნების შედეგები,#20 მაჟორიტარული ოლქი,majoritarian,2020 წლის საპარლამენტო არჩევნები (ტური 1),0,1143,528,615,803,3,20,3,6,685,48,17,20,7
42.489220925799366,41.85968787554277,2020,2020 წლის 31 ოქტომბრის საქართველოს პარლამენტის არჩევნები,ქალაქ ზუგდიდი,შპს „გაჯი“,კონსტანტინე გამსახურდიას ქ. N206,,https://archiveresults.cec.gov.ge/results/20201031/#/ka-ge/election_43/prot/abdcaa68-2ca4-432c-b736-5e0138b49dae,27,27.67.03,2020_parliamentary_round_1,31.10.2020 საქართველოს პარლამენტის არჩევნების შედეგები,#27 მაჟორიტარული ოლქი,majoritarian,2020 წლის საპარლამენტო არჩევნები (ტური 1),0,1612,703,909,652,2,420,2,62,302,226,13,3,24
41.48529355756101,43.49404692649841,2020,2020 წლის 31 ოქტომბრის საქართველოს პარლამენტის არჩევნები,არაგვა,სკოლის შენობა,სოფ. არაგვა,,https://archiveresults.cec.gov.ge/results/20201031/#/ka-ge/election_43/prot/5895310e-c932-4875-a21b-845661c3462f,18,18.40.12,2020_parliamentary_round_1,31.10.2020 საქართველოს პარლამენტის არჩევნების შედეგები,#18 მაჟორიტარული ოლქი,majoritarian,2020 წლის საპარლამენტო არჩევნები (ტური 1),0,670,279,391,357,3,12,2,39,226,17,,18,45
41.230500241639255,44.72205877304077,2020,2020 წლის 31 ოქტომბრის საქართველოს პარლამენტის არჩევნები,გულიბახი,კლუბის შენობა,სოფ. გულიბახი,,https://archiveresults.cec.gov.ge/results/20201031/#/ka-ge/election_43/prot/23aa1627-bd48-4a24-92ea-e0fc02769d82,13,13.22.63,2020_parliamentary_round_1,31.10.2020 საქართველოს პარლამენტის არჩევნების შედეგები,#13 მაჟორიტარული ოლქი,majoritarian,2020 წლის საპარლამენტო არჩევნები (ტური 1),0,164,95,69,120,3,5,2,0,109,3,0,0,3
41.74506736692218,44.788965825795,2020,2020 წლის 31 ოქტომბრის საქართველოს პარლამენტის არჩევნები,,N12 საჯარო სკოლა,გ. ჭყონდიდელის ქ.N85,,https://archiveresults.cec.gov.ge/results/20201031/#/ka-ge/election_43/prot/538a95bc-5259-4161-9e77-09b88a741845,7,07.09.30,2020_parliamentary_round_1,31.10.2020 საქართველოს პარლამენტის არჩევნების შედეგები,#7 მაჟორიტარული ოლქი,majoritarian,2020 წლის საპარლამენტო არჩევნები (ტური 1),0,1197,487,710,601,3,37,3,,241,,50,42,227
42.843347849527795,42.86746290676317,2020,2020 წლის 31 ოქტომბრის საქართველოს პარლამენტის არჩევნები,თეკალი,საჯარო სკოლა,ლენტეხი სოფ. თეკალი,,https://archiveresults.cec.gov.ge/results/20201031/#/ka-ge/election_43/prot/968afdec-37f6-4064-ae0d-a82c38e4b387,19,19.46.09,2020_parliamentary_round_1,31.10.2020 საქართველოს პარლამენტის არჩევნების შედეგები,#19 მაჟორიტარული ოლქი,majoritarian,2020 წლის საპარლამენტო არჩევნები (ტური 1),0,329,183,146,179,3,6,3,3,67,48,1,15,39
